home_team,away_team,outcome,probability,home_wins_G1,home_wins_G2,home_wins_G3,home_wins_G4,home_wins_G5,home_wins_G6,home_wins_G7,home_wins,away_wins,round
EDM,FLA,Away in 6,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.51887,2,4,4
