team,game_strength,targetF,targetA,metric,score_adjusted,TOI,last_update
S.J,EV,35.9480908528934,48.65816638824566,CF,True,47.083333333333336,2025-10-10 10:29:53
SEA,EV,50.83499082546938,70.94920632813702,CF,True,51.016666666666666,2025-10-10 10:29:53
STL,EV,48.69078977628608,50.19717233264965,CF,True,51.86666666666667,2025-10-10 10:29:53
T.B,EV,38.85905143175275,53.07030319824524,CF,True,47.05,2025-10-10 10:29:53
TOR,EV,43.41782755978044,52.96027732006333,CF,True,50.25,2025-10-10 10:29:53
UTA,EV,51.139487314950244,53.66884385026618,CF,True,47.03333333333333,2025-10-10 10:29:53
VAN,EV,35.675457888492026,40.823202527069654,CF,True,42.75,2025-10-10 10:29:53
VGK,EV,106.18380554562908,81.14278708468686,CF,True,103.98333333333333,2025-10-10 10:29:53
WPG,EV,31.930915793674018,43.807777973268855,CF,True,42.93333333333333,2025-10-10 10:29:53
WSH,EV,49.21252197473562,50.39880505850173,CF,True,46.96666666666667,2025-10-10 10:29:53
ANA,EV,72.0,49.0,CF,False,51.016666666666666,2025-10-10 10:29:53
BOS,EV,91.0,98.0,CF,False,96.21666666666667,2025-10-10 10:29:53
BUF,EV,50.0,44.0,CF,False,45.85,2025-10-10 10:29:53
CAR,EV,58.0,39.0,CF,False,50.7,2025-10-10 10:29:53
CBJ,EV,67.0,43.0,CF,False,50.583333333333336,2025-10-10 10:29:53
CGY,EV,83.0,83.0,CF,False,94.63333333333334,2025-10-10 10:29:53
CHI,EV,86.0,102.0,CF,False,98.61666666666666,2025-10-10 10:29:53
COL,EV,91.0,100.0,CF,False,88.16666666666667,2025-10-10 10:29:53
DAL,EV,40.0,35.0,CF,False,42.93333333333333,2025-10-10 10:29:53
DET,EV,46.0,27.0,CF,False,46.28333333333333,2025-10-10 10:29:53
EDM,EV,49.0,41.0,CF,False,51.88333333333333,2025-10-10 10:29:53
FLA,EV,104.0,76.0,CF,False,98.3,2025-10-10 10:29:53
L.A,EV,91.0,98.0,CF,False,98.03333333333333,2025-10-10 10:29:53
MIN,EV,44.0,54.0,CF,False,51.86666666666667,2025-10-10 10:29:53
MTL,EV,79.0,90.0,CF,False,96.53333333333333,2025-10-10 10:29:53
N.J,EV,39.0,58.0,CF,False,50.7,2025-10-10 10:29:53
NSH,EV,43.0,67.0,CF,False,50.583333333333336,2025-10-10 10:29:53
NYI,EV,47.0,46.0,CF,False,47.083333333333336,2025-10-10 10:29:53
NYR,EV,98.0,108.0,CF,False,99.46666666666667,2025-10-10 10:29:53
OTT,EV,54.0,38.0,CF,False,47.05,2025-10-10 10:29:53
PHI,EV,36.0,45.0,CF,False,48.93333333333333,2025-10-10 10:29:53
PIT,EV,104.0,101.0,CF,False,100.7,2025-10-10 10:29:53
S.J,EV,36.0,49.0,CF,False,47.083333333333336,2025-10-10 10:29:53
SEA,EV,49.0,72.0,CF,False,51.016666666666666,2025-10-10 10:29:53
STL,EV,54.0,44.0,CF,False,51.86666666666667,2025-10-10 10:29:53
T.B,EV,38.0,54.0,CF,False,47.05,2025-10-10 10:29:53
TOR,EV,44.0,52.0,CF,False,50.25,2025-10-10 10:29:53
UTA,EV,52.0,53.0,CF,False,47.03333333333333,2025-10-10 10:29:53
VAN,EV,34.0,42.0,CF,False,42.75,2025-10-10 10:29:53
VGK,EV,109.0,79.0,CF,False,103.98333333333333,2025-10-10 10:29:53
WPG,EV,35.0,40.0,CF,False,42.93333333333333,2025-10-10 10:29:53
WSH,EV,52.0,48.0,CF,False,46.96666666666667,2025-10-10 10:29:53
ANA,EV,46.82039215442749,43.13781553506787,FF,True,51.016666666666666,2025-10-10 10:29:53
BOS,EV,75.1227470007148,65.24061578610734,FF,True,96.21666666666667,2025-10-10 10:29:53
BUF,EV,35.710323976610525,37.45468191249641,FF,True,45.85,2025-10-10 10:29:53
CAR,EV,43.184152184123775,26.7770919784447,FF,True,50.7,2025-10-10 10:29:53
CBJ,EV,48.2906859953405,31.12779724638688,FF,True,50.583333333333336,2025-10-10 10:29:53
CGY,EV,52.26628653248114,62.55040032960985,FF,True,94.63333333333334,2025-10-10 10:29:53
CHI,EV,60.912045895790015,77.12202892415539,FF,True,98.61666666666666,2025-10-10 10:29:53
COL,EV,58.34655113087371,65.19489677900575,FF,True,88.16666666666667,2025-10-10 10:29:53
DAL,EV,37.951988870845355,17.624572971263916,FF,True,42.93333333333333,2025-10-10 10:29:53
DET,EV,28.01574617631419,18.923020264218792,FF,True,46.28333333333333,2025-10-10 10:29:53
EDM,EV,33.58655002625522,24.506434874639453,FF,True,51.88333333333333,2025-10-10 10:29:53
FLA,EV,78.7070533151347,58.236751090611456,FF,True,98.3,2025-10-10 10:29:53
L.A,EV,55.97450703531387,68.365004780635,FF,True,98.03333333333333,2025-10-10 10:29:53
MIN,EV,33.55564621104788,34.47508808999467,FF,True,51.86666666666667,2025-10-10 10:29:53
MTL,EV,54.437946625068015,58.53894847957452,FF,True,96.53333333333333,2025-10-10 10:29:53
N.J,EV,26.7770919784447,43.184152184123775,FF,True,50.7,2025-10-10 10:29:53
NSH,EV,31.12779724638688,48.2906859953405,FF,True,50.583333333333336,2025-10-10 10:29:53
NYI,EV,32.10197378978062,33.46467366831535,FF,True,47.083333333333336,2025-10-10 10:29:53
NYR,EV,70.73498974466678,77.056977417758,FF,True,99.46666666666667,2025-10-10 10:29:53
OTT,EV,36.7850053895908,29.467645354165484,FF,True,47.05,2025-10-10 10:29:53
PHI,EV,31.03030478557305,37.010373933503445,FF,True,48.93333333333333,2025-10-10 10:29:53
PIT,EV,74.81132710946284,65.38228162195098,FF,True,100.7,2025-10-10 10:29:53
S.J,EV,26.903644717290007,38.00113743879459,FF,True,47.083333333333336,2025-10-10 10:29:53
SEA,EV,43.13781553506787,46.82039215442749,FF,True,51.016666666666666,2025-10-10 10:29:53
STL,EV,34.47508808999467,33.55564621104788,FF,True,51.86666666666667,2025-10-10 10:29:53
T.B,EV,29.467645354165484,36.7850053895908,FF,True,47.05,2025-10-10 10:29:53
TOR,EV,30.52320230326033,35.51492636084922,FF,True,50.25,2025-10-10 10:29:53
UTA,EV,38.63508631398298,31.171002208913425,FF,True,47.03333333333333,2025-10-10 10:29:53
VAN,EV,28.963850303354633,27.759851657841683,FF,True,42.75,2025-10-10 10:29:53
VGK,EV,79.1905932974693,56.31834128758111,FF,True,103.98333333333333,2025-10-10 10:29:53
WPG,EV,17.624572971263916,37.951988870845355,FF,True,42.93333333333333,2025-10-10 10:29:53
WSH,EV,31.535016195355723,39.697397458190665,FF,True,46.96666666666667,2025-10-10 10:29:53
ANA,EV,47.0,42.0,FF,False,51.016666666666666,2025-10-10 10:29:53
BOS,EV,74.0,66.0,FF,False,96.21666666666667,2025-10-10 10:29:53
BUF,EV,38.0,35.0,FF,False,45.85,2025-10-10 10:29:53
CAR,EV,43.0,27.0,FF,False,50.7,2025-10-10 10:29:53
CBJ,EV,48.0,31.0,FF,False,50.583333333333336,2025-10-10 10:29:53
CGY,EV,53.0,61.0,FF,False,94.63333333333334,2025-10-10 10:29:53
CHI,EV,60.0,78.0,FF,False,98.61666666666666,2025-10-10 10:29:53
COL,EV,56.0,68.0,FF,False,88.16666666666667,2025-10-10 10:29:53
DAL,EV,35.0,19.0,FF,False,42.93333333333333,2025-10-10 10:29:53
DET,EV,31.0,17.0,FF,False,46.28333333333333,2025-10-10 10:29:53
EDM,EV,33.0,25.0,FF,False,51.88333333333333,2025-10-10 10:29:53
FLA,EV,79.0,58.0,FF,False,98.3,2025-10-10 10:29:53
L.A,EV,57.0,68.0,FF,False,98.03333333333333,2025-10-10 10:29:53
MIN,EV,30.0,38.0,FF,False,51.86666666666667,2025-10-10 10:29:53
MTL,EV,52.0,62.0,FF,False,96.53333333333333,2025-10-10 10:29:53
N.J,EV,27.0,43.0,FF,False,50.7,2025-10-10 10:29:53
NSH,EV,31.0,48.0,FF,False,50.583333333333336,2025-10-10 10:29:53
NYI,EV,32.0,34.0,FF,False,47.083333333333336,2025-10-10 10:29:53
NYR,EV,70.0,77.0,FF,False,99.46666666666667,2025-10-10 10:29:53
OTT,EV,37.0,29.0,FF,False,47.05,2025-10-10 10:29:53
PHI,EV,31.0,37.0,FF,False,48.93333333333333,2025-10-10 10:29:53
PIT,EV,73.0,67.0,FF,False,100.7,2025-10-10 10:29:53
S.J,EV,27.0,38.0,FF,False,47.083333333333336,2025-10-10 10:29:53
SEA,EV,42.0,47.0,FF,False,51.016666666666666,2025-10-10 10:29:53
STL,EV,38.0,30.0,FF,False,51.86666666666667,2025-10-10 10:29:53
T.B,EV,29.0,37.0,FF,False,47.05,2025-10-10 10:29:53
TOR,EV,31.0,35.0,FF,False,50.25,2025-10-10 10:29:53
UTA,EV,39.0,31.0,FF,False,47.03333333333333,2025-10-10 10:29:53
VAN,EV,28.0,28.0,FF,False,42.75,2025-10-10 10:29:53
VGK,EV,81.0,55.0,FF,False,103.98333333333333,2025-10-10 10:29:53
WPG,EV,19.0,35.0,FF,False,42.93333333333333,2025-10-10 10:29:53
WSH,EV,33.0,38.0,FF,False,46.96666666666667,2025-10-10 10:29:53
ANA,EV,1.03601108033241,2.9213154305375637,GF,True,51.016666666666666,2025-10-10 10:29:53
BOS,EV,3.948215242611794,4.065330241472901,GF,True,96.21666666666667,2025-10-10 10:29:53
BUF,EV,0.0,3.1313077721184683,GF,True,45.85,2025-10-10 10:29:53
CAR,EV,3.8970204285694447,3.10803324099723,GF,True,50.7,2025-10-10 10:29:53
CBJ,EV,1.03601108033241,0.9774535809018567,GF,True,50.583333333333336,2025-10-10 10:29:53
CGY,EV,3.0913616338379457,5.822482251785878,GF,True,94.63333333333334,2025-10-10 10:29:53
CHI,EV,5.1552554632194525,4.8717546820995095,GF,True,98.61666666666666,2025-10-10 10:29:53
COL,EV,4.108761353020325,0.0,GF,True,88.16666666666667,2025-10-10 10:29:53
DAL,EV,4.232416916274426,1.904148189209165,GF,True,42.93333333333333,2025-10-10 10:29:53
DET,EV,0.0,4.167318852450878,GF,True,46.28333333333333,2025-10-10 10:29:53
EDM,EV,0.96640826873385,2.063686357085178,GF,True,51.88333333333333,2025-10-10 10:29:53
FLA,EV,2.924604131500683,3.095633271775931,GF,True,98.3,2025-10-10 10:29:53
L.A,EV,3.1005272093646683,6.00962084126637,GF,True,98.03333333333333,2025-10-10 10:29:53
MIN,EV,4.275381370749192,0.0,GF,True,51.86666666666667,2025-10-10 10:29:53
MTL,EV,5.190929963561989,2.924604131500683,GF,True,96.53333333333333,2025-10-10 10:29:53
N.J,EV,3.10803324099723,3.8970204285694447,GF,True,50.7,2025-10-10 10:29:53
NSH,EV,0.9774535809018567,1.03601108033241,GF,True,50.583333333333336,2025-10-10 10:29:53
NYI,EV,3.095633271775931,1.9471505505988262,GF,True,47.083333333333336,2025-10-10 10:29:53
NYR,EV,3.1313077721184683,1.023611111111111,GF,True,99.46666666666667,2025-10-10 10:29:53
OTT,EV,3.097650360457606,0.96640826873385,GF,True,47.05,2025-10-10 10:29:53
PHI,EV,1.03601108033241,0.9774535809018567,GF,True,48.93333333333333,2025-10-10 10:29:53
PIT,EV,2.9707616617099375,3.095633271775931,GF,True,100.7,2025-10-10 10:29:53
S.J,EV,1.9549071618037135,2.059622191443521,GF,True,47.083333333333336,2025-10-10 10:29:53
SEA,EV,2.9213154305375637,1.03601108033241,GF,True,51.016666666666666,2025-10-10 10:29:53
STL,EV,0.0,4.275381370749192,GF,True,51.86666666666667,2025-10-10 10:29:53
T.B,EV,0.96640826873385,3.097650360457606,GF,True,47.05,2025-10-10 10:29:53
TOR,EV,2.924604131500683,1.023611111111111,GF,True,50.25,2025-10-10 10:29:53
UTA,EV,0.0,0.9774535809018567,GF,True,47.03333333333333,2025-10-10 10:29:53
VAN,EV,4.8560739830520285,1.0276752767527677,GF,True,42.75,2025-10-10 10:29:53
VGK,EV,4.9379352605914235,5.055434371168381,GF,True,103.98333333333333,2025-10-10 10:29:53
WPG,EV,1.904148189209165,4.232416916274426,GF,True,42.93333333333333,2025-10-10 10:29:53
WSH,EV,0.9696969696969696,1.023611111111111,GF,True,46.96666666666667,2025-10-10 10:29:53
ANA,EV,1.0,3.0,GF,False,51.016666666666666,2025-10-10 10:29:53
BOS,EV,4.0,4.0,GF,False,96.21666666666667,2025-10-10 10:29:53
BUF,EV,0.0,3.0,GF,False,45.85,2025-10-10 10:29:53
CAR,EV,4.0,3.0,GF,False,50.7,2025-10-10 10:29:53
CBJ,EV,1.0,1.0,GF,False,50.583333333333336,2025-10-10 10:29:53
CGY,EV,3.0,6.0,GF,False,94.63333333333334,2025-10-10 10:29:53
CHI,EV,5.0,5.0,GF,False,98.61666666666666,2025-10-10 10:29:53
COL,EV,4.0,0.0,GF,False,88.16666666666667,2025-10-10 10:29:53
DAL,EV,4.0,2.0,GF,False,42.93333333333333,2025-10-10 10:29:53
DET,EV,0.0,4.0,GF,False,46.28333333333333,2025-10-10 10:29:53
EDM,EV,1.0,2.0,GF,False,51.88333333333333,2025-10-10 10:29:53
FLA,EV,3.0,3.0,GF,False,98.3,2025-10-10 10:29:53
L.A,EV,3.0,6.0,GF,False,98.03333333333333,2025-10-10 10:29:53
MIN,EV,4.0,0.0,GF,False,51.86666666666667,2025-10-10 10:29:53
MTL,EV,5.0,3.0,GF,False,96.53333333333333,2025-10-10 10:29:53
N.J,EV,3.0,4.0,GF,False,50.7,2025-10-10 10:29:53
NSH,EV,1.0,1.0,GF,False,50.583333333333336,2025-10-10 10:29:53
NYI,EV,3.0,2.0,GF,False,47.083333333333336,2025-10-10 10:29:53
NYR,EV,3.0,1.0,GF,False,99.46666666666667,2025-10-10 10:29:53
OTT,EV,3.0,1.0,GF,False,47.05,2025-10-10 10:29:53
PHI,EV,1.0,1.0,GF,False,48.93333333333333,2025-10-10 10:29:53
PIT,EV,3.0,3.0,GF,False,100.7,2025-10-10 10:29:53
S.J,EV,2.0,2.0,GF,False,47.083333333333336,2025-10-10 10:29:53
SEA,EV,3.0,1.0,GF,False,51.016666666666666,2025-10-10 10:29:53
STL,EV,0.0,4.0,GF,False,51.86666666666667,2025-10-10 10:29:53
T.B,EV,1.0,3.0,GF,False,47.05,2025-10-10 10:29:53
TOR,EV,3.0,1.0,GF,False,50.25,2025-10-10 10:29:53
UTA,EV,0.0,1.0,GF,False,47.03333333333333,2025-10-10 10:29:53
VAN,EV,5.0,1.0,GF,False,42.75,2025-10-10 10:29:53
VGK,EV,5.0,5.0,GF,False,103.98333333333333,2025-10-10 10:29:53
WPG,EV,2.0,4.0,GF,False,42.93333333333333,2025-10-10 10:29:53
WSH,EV,1.0,1.0,GF,False,46.96666666666667,2025-10-10 10:29:53
ANA,EV,30.818911424055948,30.703742378503932,SF,True,51.016666666666666,2025-10-10 10:29:53
BOS,EV,46.17335755719621,42.50062850278964,SF,True,96.21666666666667,2025-10-10 10:29:53
BUF,EV,25.58769535782263,26.472428986409643,SF,True,45.85,2025-10-10 10:29:53
CAR,EV,25.034133612940888,17.83550276736512,SF,True,50.7,2025-10-10 10:29:53
CBJ,EV,35.99366940422558,24.128504767236528,SF,True,50.583333333333336,2025-10-10 10:29:53
CGY,EV,25.620793859196176,44.030226601734576,SF,True,94.63333333333334,2025-10-10 10:29:53
CHI,EV,39.425339303315,58.54167221497253,SF,True,98.61666666666666,2025-10-10 10:29:53
COL,EV,41.54534769877057,38.58169132761514,SF,True,88.16666666666667,2025-10-10 10:29:53
DAL,EV,27.16058263179807,14.065598857663781,SF,True,42.93333333333333,2025-10-10 10:29:53
DET,EV,18.976630305565003,11.795920262913832,SF,True,46.28333333333333,2025-10-10 10:29:53
EDM,EV,25.47964744905499,13.791503088211378,SF,True,51.88333333333333,2025-10-10 10:29:53
FLA,EV,55.99380654633672,36.10122402739069,SF,True,98.3,2025-10-10 10:29:53
L.A,EV,37.99816020289745,46.391936187698825,SF,True,98.03333333333333,2025-10-10 10:29:53
MIN,EV,22.725010024949,20.25716124463689,SF,True,51.86666666666667,2025-10-10 10:29:53
MTL,EV,33.04384785478963,42.732374437370275,SF,True,96.53333333333333,2025-10-10 10:29:53
N.J,EV,17.83550276736512,25.034133612940888,SF,True,50.7,2025-10-10 10:29:53
NSH,EV,24.128504767236528,35.99366940422558,SF,True,50.583333333333336,2025-10-10 10:29:53
NYI,EV,24.04125368116146,22.694305358386785,SF,True,47.083333333333336,2025-10-10 10:29:53
NYR,EV,47.48681798359578,56.10869033012966,SF,True,99.46666666666667,2025-10-10 10:29:53
OTT,EV,26.759862255161377,19.323671562764414,SF,True,47.05,2025-10-10 10:29:53
PHI,EV,19.029522764863952,25.041452080123964,SF,True,48.93333333333333,2025-10-10 10:29:53
PIT,EV,53.215300330693815,45.055642678347596,SF,True,100.7,2025-10-10 10:29:53
S.J,EV,18.945701360423165,25.881898023044187,SF,True,47.083333333333336,2025-10-10 10:29:53
SEA,EV,30.703742378503932,30.818911424055948,SF,True,51.016666666666666,2025-10-10 10:29:53
STL,EV,20.25716124463689,22.725010024949,SF,True,51.86666666666667,2025-10-10 10:29:53
T.B,EV,19.323671562764414,26.759862255161377,SF,True,47.05,2025-10-10 10:29:53
TOR,EV,23.755744131805272,21.247927591875797,SF,True,50.25,2025-10-10 10:29:53
UTA,EV,24.759581107655432,23.070129962025284,SF,True,47.03333333333333,2025-10-10 10:29:53
VAN,EV,18.550579152679582,11.829290770984796,SF,True,42.75,2025-10-10 10:29:53
VGK,EV,53.798616473997726,43.12175134336091,SF,True,103.98333333333333,2025-10-10 10:29:53
WPG,EV,14.065598857663781,27.16058263179807,SF,True,42.93333333333333,2025-10-10 10:29:53
WSH,EV,20.146990462001384,18.584039808436437,SF,True,46.96666666666667,2025-10-10 10:29:53
ANA,EV,31.0,30.0,SF,False,51.016666666666666,2025-10-10 10:29:53
BOS,EV,46.0,43.0,SF,False,96.21666666666667,2025-10-10 10:29:53
BUF,EV,27.0,25.0,SF,False,45.85,2025-10-10 10:29:53
CAR,EV,25.0,18.0,SF,False,50.7,2025-10-10 10:29:53
CBJ,EV,36.0,24.0,SF,False,50.583333333333336,2025-10-10 10:29:53
CGY,EV,26.0,43.0,SF,False,94.63333333333334,2025-10-10 10:29:53
CHI,EV,39.0,59.0,SF,False,98.61666666666666,2025-10-10 10:29:53
COL,EV,40.0,40.0,SF,False,88.16666666666667,2025-10-10 10:29:53
DAL,EV,25.0,15.0,SF,False,42.93333333333333,2025-10-10 10:29:53
DET,EV,21.0,11.0,SF,False,46.28333333333333,2025-10-10 10:29:53
EDM,EV,25.0,14.0,SF,False,51.88333333333333,2025-10-10 10:29:53
FLA,EV,56.0,36.0,SF,False,98.3,2025-10-10 10:29:53
L.A,EV,38.0,46.0,SF,False,98.03333333333333,2025-10-10 10:29:53
MIN,EV,20.0,22.0,SF,False,51.86666666666667,2025-10-10 10:29:53
MTL,EV,32.0,45.0,SF,False,96.53333333333333,2025-10-10 10:29:53
N.J,EV,18.0,25.0,SF,False,50.7,2025-10-10 10:29:53
NSH,EV,24.0,36.0,SF,False,50.583333333333336,2025-10-10 10:29:53
NYI,EV,24.0,23.0,SF,False,47.083333333333336,2025-10-10 10:29:53
NYR,EV,47.0,56.0,SF,False,99.46666666666667,2025-10-10 10:29:53
OTT,EV,27.0,19.0,SF,False,47.05,2025-10-10 10:29:53
PHI,EV,19.0,25.0,SF,False,48.93333333333333,2025-10-10 10:29:53
PIT,EV,52.0,46.0,SF,False,100.7,2025-10-10 10:29:53
S.J,EV,19.0,26.0,SF,False,47.083333333333336,2025-10-10 10:29:53
SEA,EV,30.0,31.0,SF,False,51.016666666666666,2025-10-10 10:29:53
STL,EV,22.0,20.0,SF,False,51.86666666666667,2025-10-10 10:29:53
T.B,EV,19.0,27.0,SF,False,47.05,2025-10-10 10:29:53
TOR,EV,24.0,21.0,SF,False,50.25,2025-10-10 10:29:53
UTA,EV,25.0,23.0,SF,False,47.03333333333333,2025-10-10 10:29:53
VAN,EV,18.0,12.0,SF,False,42.75,2025-10-10 10:29:53
VGK,EV,55.0,42.0,SF,False,103.98333333333333,2025-10-10 10:29:53
WPG,EV,15.0,25.0,SF,False,42.93333333333333,2025-10-10 10:29:53
WSH,EV,21.0,18.0,SF,False,46.96666666666667,2025-10-10 10:29:53
ANA,AS,3.16767266680738,2.510730327585585,xGF,True,60.0,2025-10-10 10:29:53
BOS,AS,6.030964421235638,6.064451582413901,xGF,True,122.2,2025-10-10 10:29:53
BUF,AS,2.456571999796233,2.710634263361498,xGF,True,60.0,2025-10-10 10:29:53
CAR,AS,3.8374138391928794,1.7256445389341493,xGF,True,60.0,2025-10-10 10:29:53
CBJ,AS,2.928127016456409,2.751029725304904,xGF,True,60.0,2025-10-10 10:29:53
CGY,AS,4.282402373369299,4.846360329066723,xGF,True,125.0,2025-10-10 10:29:53
CHI,AS,4.507773399149572,7.784513584014489,xGF,True,122.2,2025-10-10 10:29:53
COL,AS,4.939904458698193,4.626356119430996,xGF,True,120.0,2025-10-10 10:29:53
DAL,AS,4.447804729496755,2.5984239695018574,xGF,True,60.0,2025-10-10 10:29:53
DET,AS,3.2569430139411994,1.7584679140057013,xGF,True,60.0,2025-10-10 10:29:53
EDM,AS,2.6993842462612854,1.7829728384950383,xGF,True,65.0,2025-10-10 10:29:53
FLA,AS,6.713432609519217,3.682101127447942,xGF,True,120.0,2025-10-10 10:29:53
L.A,AS,3.68175748299727,5.1106011605413,xGF,True,125.0,2025-10-10 10:29:53
MIN,AS,2.2144065502478716,2.527608915397482,xGF,True,60.0,2025-10-10 10:29:53
MTL,AS,5.370610038262624,5.246326947976036,xGF,True,120.0,2025-10-10 10:29:53
N.J,AS,1.7256445389341493,3.8374138391928794,xGF,True,60.0,2025-10-10 10:29:53
NSH,AS,2.751029725304904,2.928127016456409,xGF,True,60.0,2025-10-10 10:29:53
NYI,AS,3.0472934516671324,3.0587365408570557,xGF,True,60.0,2025-10-10 10:29:53
NYR,AS,4.8063557957491945,5.265699425483578,xGF,True,120.0,2025-10-10 10:29:53
OTT,AS,3.0861686847568484,1.9208862472830714,xGF,True,60.0,2025-10-10 10:29:53
PHI,AS,1.8025045212406612,3.0276784958055316,xGF,True,60.0,2025-10-10 10:29:53
PIT,AS,5.8678639665444,5.143014984054829,xGF,True,120.0,2025-10-10 10:29:53
S.J,AS,2.24314556361603,3.033175879524541,xGF,True,61.4,2025-10-10 10:29:53
SEA,AS,2.510730327585585,3.16767266680738,xGF,True,60.0,2025-10-10 10:29:53
STL,AS,2.527608915397482,2.2144065502478716,xGF,True,60.0,2025-10-10 10:29:53
T.B,AS,1.9208862472830714,3.0861686847568484,xGF,True,60.0,2025-10-10 10:29:53
TOR,AS,1.989383934034837,3.612142124256923,xGF,True,60.0,2025-10-10 10:29:53
UTA,AS,2.9155207465075144,2.847511733114193,xGF,True,60.0,2025-10-10 10:29:53
VAN,AS,2.146976082805438,2.4994295348742614,xGF,True,60.0,2025-10-10 10:29:53
VGK,AS,6.051384314481841,4.214067673689819,xGF,True,126.4,2025-10-10 10:29:53
WPG,AS,2.5984239695018574,4.447804729496755,xGF,True,60.0,2025-10-10 10:29:53
WSH,AS,3.436274789471609,1.9322049509348358,xGF,True,60.0,2025-10-10 10:29:53
ANA,AS,3.1026046985,2.5123948003,xGF,False,60.0,2025-10-10 10:29:53
BOS,AS,6.0767367812,6.1409034367,xGF,False,122.2,2025-10-10 10:29:53
BUF,AS,2.6471949696,2.5320944127,xGF,False,60.0,2025-10-10 10:29:53
CAR,AS,3.9087650903,1.6929851505,xGF,False,60.0,2025-10-10 10:29:53
CBJ,AS,2.8293616731999998,2.8292171833,xGF,False,60.0,2025-10-10 10:29:53
CGY,AS,4.2322736536,4.8857599214,xGF,False,125.0,2025-10-10 10:29:53
CHI,AS,4.3296017865,8.0538393914,xGF,False,122.2,2025-10-10 10:29:53
COL,AS,4.8166819412,4.7457298956,xGF,False,120.0,2025-10-10 10:29:53
DAL,AS,4.0825051449,2.8270912915,xGF,False,60.0,2025-10-10 10:29:53
DET,AS,3.5509789003,1.6148181865,xGF,False,60.0,2025-10-10 10:29:53
EDM,AS,2.7514118563,1.7607828537,xGF,False,65.0,2025-10-10 10:29:53
FLA,AS,6.9005243908,3.5821265776,xGF,False,120.0,2025-10-10 10:29:53
L.A,AS,3.7352910199,5.1115711515,xGF,False,125.0,2025-10-10 10:29:53
MIN,AS,2.0116074102,2.7573263247,xGF,False,60.0,2025-10-10 10:29:53
MTL,AS,5.0856371588,5.6230811838,xGF,False,120.0,2025-10-10 10:29:53
N.J,AS,1.6929851505,3.9087650903,xGF,False,60.0,2025-10-10 10:29:53
NSH,AS,2.8292171833,2.8293616731999998,xGF,False,60.0,2025-10-10 10:29:53
NYI,AS,2.9905489034,3.17049999455,xGF,False,60.0,2025-10-10 10:29:53
NYR,AS,4.7690186182,5.2661393992,xGF,False,120.0,2025-10-10 10:29:53
OTT,AS,3.0466121226,1.9493131601,xGF,False,60.0,2025-10-10 10:29:53
PHI,AS,1.7636517584,3.1031880414,xGF,False,60.0,2025-10-10 10:29:53
PIT,AS,5.78944442415,5.2274731089,xGF,False,120.0,2025-10-10 10:29:53
S.J,AS,2.3111475205,2.9537279442,xGF,False,61.4,2025-10-10 10:29:53
SEA,AS,2.5123948003,3.1026046985,xGF,False,60.0,2025-10-10 10:29:53
STL,AS,2.7573263247,2.0116074102,xGF,False,60.0,2025-10-10 10:29:53
T.B,AS,1.9493131601,3.0466121226,xGF,False,60.0,2025-10-10 10:29:53
TOR,AS,2.0721022835,3.4708189723,xGF,False,60.0,2025-10-10 10:29:53
UTA,AS,2.8769275385,2.8961252429,xGF,False,60.0,2025-10-10 10:29:53
VAN,AS,2.1343480651,2.4714907999,xGF,False,60.0,2025-10-10 10:29:53
VGK,AS,6.1447423974,4.1776361833,xGF,False,126.4,2025-10-10 10:29:53
WPG,AS,2.8270912915,4.0825051449,xGF,False,60.0,2025-10-10 10:29:53
WSH,AS,3.6297764694,1.8202337392,xGF,False,60.0,2025-10-10 10:29:53
ANA,AS,75.87855339373087,54.01842995909515,CF,True,60.0,2025-10-10 10:29:53
BOS,AS,110.82757017872761,121.59133738838635,CF,True,122.2,2025-10-10 10:29:53
BUF,AS,60.77957186768067,63.82486355492539,CF,True,60.0,2025-10-10 10:29:53
CAR,AS,72.65096632384164,44.26985151901231,CF,True,60.0,2025-10-10 10:29:53
CBJ,AS,68.14334390980926,58.57162702794838,CF,True,60.0,2025-10-10 10:29:53
CGY,AS,105.77571474527542,115.3123921533221,CF,True,125.0,2025-10-10 10:29:53
CHI,AS,99.78617615091643,123.41575888992033,CF,True,122.2,2025-10-10 10:29:53
COL,AS,117.88657170610098,111.01036528167117,CF,True,120.0,2025-10-10 10:29:53
DAL,AS,62.90161976951549,49.96636033085915,CF,True,60.0,2025-10-10 10:29:53
DET,AS,53.32769520405317,40.38402657161818,CF,True,60.0,2025-10-10 10:29:53
EDM,AS,67.03284406324636,53.347703318485216,CF,True,65.0,2025-10-10 10:29:53
FLA,AS,130.94797443673974,85.17917988726157,CF,True,120.0,2025-10-10 10:29:53
L.A,AS,100.52164953626176,119.7008307222964,CF,True,125.0,2025-10-10 10:29:53
MIN,AS,55.50151872313817,54.84552742669386,CF,True,60.0,2025-10-10 10:29:53
MTL,AS,104.69913056484867,99.53807343624526,CF,True,120.0,2025-10-10 10:29:53
N.J,AS,44.26985151901231,72.65096632384164,CF,True,60.0,2025-10-10 10:29:53
NSH,AS,58.57162702794838,68.14334390980926,CF,True,60.0,2025-10-10 10:29:53
NYI,AS,60.824802437700605,55.20250308074328,CF,True,60.0,2025-10-10 10:29:53
NYR,AS,118.90652049650328,124.29287260739581,CF,True,120.0,2025-10-10 10:29:53
OTT,AS,64.54761609677794,47.98002713901693,CF,True,60.0,2025-10-10 10:29:53
