player,playertoi,teamtoi,toi_perc,TOI_QOT,TOI_QOC,game_strength,last_team,all_teams,last_update,team,Pos
BRANDT CLARKE,1061.9833333333333,4797.483333333334,0.2708358119630387,0.2778399321562804,0.2800223401662283,AS_Without_EN,L.A,L.A,2025-10-15 18:12:13,L.A,D
RYAN JOHNSON,1609.1166666666666,4924.266666666666,0.29383930228242716,0.27783542448758214,0.283897685520724,AS_Without_EN,BUF,BUF,2025-10-15 18:12:13,BUF,D
KAIDEN GUHLE,901.7166666666667,4625.216666666666,0.35017109752303827,0.2778134630319015,0.2880728449433618,AS_Without_EN,MTL,MTL,2025-10-15 18:12:13,MTL,D
ANDREAS ATHANASIOU,1737.2333333333333,4958.75,0.16802483507954988,0.27773705589491576,0.28114049163832716,AS_Without_EN,CHI,CHI,2025-10-15 18:12:13,CHI,F
JOEL KIVIRANTA,1724.1833333333334,4842.766666666666,0.2096394183356942,0.2777055247351957,0.28077255829157305,AS_Without_EN,COL,COL,2025-10-15 18:12:13,COL,F
MATTIAS JANMARK,797.05,3692.8,0.2211858220455836,0.27756383925615935,0.27938565803141113,AS_Without_EN,EDM,EDM,2025-10-15 18:12:13,EDM,F
QUINN HUGHES,304.4166666666667,1579.5166666666667,0.4190648218688817,0.2774770049102053,0.28746872470167295,AS_Without_EN,VAN,VAN,2025-10-15 18:12:13,VAN,D
TYLER MOTTE,605.95,3235.45,0.18941361224301273,0.2774209032589115,0.2750607980775021,AS_Without_EN,DET,DET,2025-10-15 18:12:13,DET,F
YAKOV TRENIN,1061.3333333333333,4672.6,0.2083980820835748,0.27740435468580277,0.2764367800715062,AS_Without_EN,MIN,MIN,2025-10-15 18:12:13,MIN,F
RYAN PULOCK,1476.2166666666667,4324.133333333333,0.34830956114045636,0.2772474601520568,0.2883155193340935,AS_Without_EN,NYI,NYI,2025-10-15 18:12:13,NYI,D
NOAH DOBSON,1545.8333333333333,3815.3166666666666,0.37829586455731334,0.2771657470428222,0.2864481360744904,AS_Without_EN,NYI,NYI,2025-10-15 18:12:13,NYI,D
RADKO GUDAS,1063.7833333333333,4838.733333333334,0.3264307515555033,0.27707462251149845,0.2875700895237366,AS_Without_EN,ANA,ANA,2025-10-15 18:12:13,ANA,D
SAM STEEL,1491.35,4770.333333333333,0.23362783170364865,0.27707218267568157,0.2814910180652151,AS_Without_EN,DAL,DAL,2025-10-15 18:12:13,DAL,F
TRENT FREDERIC,2006.45,4856.6,0.22704794771443443,0.2770315922155351,0.2779946139309368,AS_Without_EN,EDM,BOS/EDM,2025-10-15 18:12:13,BOS,F
TRENT FREDERIC,2006.45,4856.6,0.22704794771443443,0.2770315922155351,0.2779946139309368,AS_Without_EN,EDM,BOS/EDM,2025-10-15 18:12:13,EDM,F
BOWEN BYRAM,622.2833333333333,3328.9333333333334,0.37410636803173686,0.2769684815711592,0.28795878091882265,AS_Without_EN,BUF,BUF,2025-10-15 18:12:13,BUF,D
ETHEN FRANK,828.1833333333333,4168.516666666666,0.18017850933116958,0.2768917718964106,0.2746131411855365,AS_Without_EN,WSH,WSH,2025-10-15 18:12:13,WSH,F
ROMAN JOSI,1196.8166666666666,3747.25,0.4061519749055758,0.27665162279010475,0.28842243114220467,AS_Without_EN,NSH,NSH,2025-10-15 18:12:13,NSH,D
RYAN WINTERTON,754.0833333333334,3621.8,0.1829201495558572,0.27661216357030594,0.2696098877841701,AS_Without_EN,SEA,SEA,2025-10-15 18:12:13,SEA,F
BRETT LEASON,951.25,4616.4,0.2143810786714157,0.27660909720252763,0.2850931912865584,AS_Without_EN,ANA,ANA,2025-10-15 18:12:13,ANA,F
ADAM LARSSON,80.21666666666667,481.4,0.35316046953171554,0.276603885873346,0.2887516592305364,AS_Without_EN,SEA,SEA,2025-10-15 18:12:13,SEA,D
JALEN CHATFIELD,989.2333333333333,4783.133333333333,0.3157507430269776,0.27656828574465636,0.2856893629676287,AS_Without_EN,CAR,CAR,2025-10-15 18:12:13,CAR,D
TYLER MYERS,8.9,60.0,0.3400899037533438,0.2765228579884076,0.2902910363668107,AS_Without_EN,VAN,VAN,2025-10-15 18:12:13,VAN,D
JOSHUA ROY,69.18333333333334,360.0,0.1823333801695471,0.2762541843033587,0.2764772442753844,AS_Without_EN,MTL,MTL,2025-10-15 18:12:13,MTL,F
NOAH HANIFIN,1305.3333333333333,4124.516666666666,0.35664954156888445,0.2762469523533754,0.2886094617278349,AS_Without_EN,VGK,VGK,2025-10-15 18:12:13,VGK,D
MIKE MATHESON,794.5166666666667,3527.633333333333,0.4070224630271854,0.2762190479193057,0.2934281152944429,AS_Without_EN,MTL,MTL,2025-10-15 18:12:13,MTL,D
SETH JONES,1069.55,3629.9166666666665,0.39986501767732074,0.2762187643989406,0.29340916762202046,AS_Without_EN,FLA,CHI/FLA,2025-10-15 18:12:13,CHI,D
SETH JONES,1069.55,3629.9166666666665,0.39986501767732074,0.2762187643989406,0.29340916762202046,AS_Without_EN,FLA,CHI/FLA,2025-10-15 18:12:13,FLA,D
JAMIE OLEKSIAK,1348.7833333333333,4238.066666666667,0.31255456851033164,0.27619202856841096,0.2867329053677524,AS_Without_EN,SEA,SEA,2025-10-15 18:12:13,SEA,D
RAFAEL HARVEY-PINARD,1116.7166666666667,4780.966666666666,0.1583629893238434,0.2761141546875898,0.2676870746277346,AS_Without_EN,MTL,MTL,2025-10-15 18:12:13,MTL,F
OLLE LYCKSELL,619.05,1823.85,0.197347836893431,0.2760150673952632,0.2728939507673361,AS_Without_EN,PHI,PHI,2025-10-15 18:12:13,PHI,F
ALEXEY TOROPCHENKO,1647.5,4733.95,0.20686648501362398,0.27594295354770254,0.27868211597629744,AS_Without_EN,STL,STL,2025-10-15 18:12:13,STL,F
COLE SMITH,804.8333333333334,3772.4,0.22765514170298037,0.27581388105084365,0.28288315191661784,AS_Without_EN,NSH,NSH,2025-10-15 18:12:13,NSH,F
SEAN DURZI,89.46666666666667,424.31666666666666,0.3414335534614528,0.2757365869454628,0.28666669986823357,AS_Without_EN,UTA,UTA,2025-10-15 18:12:13,UTA,D
MATIAS MACCELLI,1864.1166666666666,4981.883333333333,0.22645082995242183,0.2756925540659099,0.28360123160969125,AS_Without_EN,UTA,UTA,2025-10-15 18:12:13,UTA,F
MICHAEL PEZZETTA,259.78333333333336,1462.2,0.10050699517846456,0.27566508083282604,0.26793314573812715,AS_Without_EN,MTL,MTL,2025-10-15 18:12:13,MTL,F
KEVIN HAYES,831.45,2660.85,0.19816813869807,0.27562063903006806,0.27816026490201184,AS_Without_EN,PIT,PIT,2025-10-15 18:12:13,PIT,F
NICK BJUGSTAD,130.0,725.0,0.20460199267634424,0.27558296207506644,0.2777761124347423,AS_Without_EN,UTA,UTA,2025-10-15 18:12:13,UTA,F
DMITRY KULIKOV,1932.8166666666666,4694.216666666666,0.3206297502714441,0.27555927289999815,0.28688251242125323,AS_Without_EN,FLA,FLA,2025-10-15 18:12:13,FLA,D
JEFF PETRY,1433.9833333333333,5078.416666666667,0.3155532793444512,0.27544853978361294,0.2841839246357204,AS_Without_EN,DET,DET,2025-10-15 18:12:13,DET,D
HENRI JOKIHARJU,225.93333333333334,1158.2166666666667,0.2989380131053702,0.2753540322013098,0.28430647373723184,AS_Without_EN,BOS,BUF/BOS,2025-10-15 18:12:13,BUF,D
HENRI JOKIHARJU,225.93333333333334,1158.2166666666667,0.2989380131053702,0.2753540322013098,0.28430647373723184,AS_Without_EN,BOS,BUF/BOS,2025-10-15 18:12:13,BOS,D
BRETT BERARD,771.0333333333333,3887.4666666666667,0.1805604853021845,0.2753003580318738,0.2736805111318607,AS_Without_EN,NYR,NYR,2025-10-15 18:12:13,NYR,F
MIKHAIL SERGACHEV,584.2833333333333,2184.3333333333335,0.40803956607281455,0.27524185583938526,0.2945206628764787,AS_Without_EN,UTA,UTA,2025-10-15 18:12:13,UTA,D
MATTIAS SAMUELSSON,1521.4166666666667,4175.45,0.32151194192443955,0.2752094006734308,0.2886068155909797,AS_Without_EN,BUF,BUF,2025-10-15 18:12:13,BUF,D
WILL BORGEN,148.35,1512.3,0.28738023154672404,0.27516027020705697,0.28643267137865175,AS_Without_EN,NYR,SEA/NYR,2025-10-15 18:12:13,NYR,D
WILL BORGEN,148.35,1512.3,0.28738023154672404,0.27516027020705697,0.28643267137865175,AS_Without_EN,NYR,SEA/NYR,2025-10-15 18:12:13,SEA,D
SIMON EDVINSSON,1861.5666666666666,4795.566666666667,0.34856377597857274,0.2751407484091916,0.28990650625895636,AS_Without_EN,DET,DET,2025-10-15 18:12:13,DET,D
BRAD LAMBERT,1823.6166666666666,4720.966666666666,0.19156829679595277,0.27512465940665654,0.26544569502078086,AS_Without_EN,WPG,WPG,2025-10-15 18:12:13,WPG,F
TANNER LACZYNSKI,132.21666666666667,733.9666666666667,0.14904679376083188,0.27504426113871905,0.2719821241253698,AS_Without_EN,VGK,VGK,2025-10-15 18:12:13,VGK,F
CHRISTIAN FISCHER,755.0666666666667,3343.4,0.18586253204736905,0.27501819443614317,0.2762860931570349,AS_Without_EN,CBJ,DET/CBJ,2025-10-15 18:12:13,DET,F
CHRISTIAN FISCHER,755.0666666666667,3343.4,0.18586253204736905,0.27501819443614317,0.2762860931570349,AS_Without_EN,CBJ,DET/CBJ,2025-10-15 18:12:13,CBJ,F
TIMOTHY LILJEGREN,1558.75,4490.566666666667,0.31879999834801537,0.2749100843321805,0.2843592358284519,AS_Without_EN,S.J,TOR/S.J,2025-10-15 18:12:13,S.J,D
TIMOTHY LILJEGREN,1558.75,4490.566666666667,0.31879999834801537,0.2749100843321805,0.2843592358284519,AS_Without_EN,S.J,TOR/S.J,2025-10-15 18:12:13,TOR,D
OSKAR BACK,578.7833333333333,1888.1,0.19646888723943837,0.2748193908620684,0.277569253154457,AS_Without_EN,DAL,DAL,2025-10-15 18:12:13,DAL,F
PHILIPPE MYERS,812.8833333333333,4016.0,0.2703905399097557,0.27472051385835505,0.28014791427056546,AS_Without_EN,TOR,TOR,2025-10-15 18:12:13,TOR,D
NEAL PIONK,354.55,1033.3333333333333,0.3611158498444342,0.27469550321654596,0.2885633548779755,AS_Without_EN,WPG,WPG,2025-10-15 18:12:13,WPG,D
JOHN CARLSON,1740.8833333333334,4488.583333333333,0.38276671822012853,0.2746768559527461,0.2907931113436193,AS_Without_EN,WSH,WSH,2025-10-15 18:12:13,WSH,D
LANE HUTSON,35.68333333333333,185.0,0.3728638844939418,0.27465378357899994,0.28532934660138765,AS_Without_EN,MTL,MTL,2025-10-15 18:12:13,MTL,D
OWEN BECK,1503.05,4422.116666666667,0.16641960439153194,0.27461238031890345,0.26780422135309373,AS_Without_EN,MTL,MTL,2025-10-15 18:12:13,MTL,F
MICHAEL MCCARRON,999.4,4861.383333333333,0.22873545218078828,0.2745808920129299,0.2820449193623869,AS_Without_EN,NSH,NSH,2025-10-15 18:12:13,NSH,F
OLIVER KAPANEN,58.03333333333333,303.98333333333335,0.18356404910091398,0.2745801857043785,0.27604186368207995,AS_Without_EN,MTL,MTL,2025-10-15 18:12:13,MTL,F
GAGE GONCALVES,1573.6166666666666,4975.566666666667,0.21358651170404322,0.27456004588793936,0.2780092558396202,AS_Without_EN,T.B,T.B,2025-10-15 18:12:13,T.B,F
TYE KARTYE,966.0166666666667,4290.05,0.16317558598407977,0.2743901805126334,0.27264192422755595,AS_Without_EN,SEA,SEA,2025-10-15 18:12:13,SEA,F
NICK LEDDY,1257.75,3018.733333333333,0.31097146277102206,0.2743894595564775,0.2829652316415004,AS_Without_EN,STL,STL,2025-10-15 18:12:13,STL,D
JACK DRURY,1523.2,4963.466666666666,0.21561075456146997,0.27437775865895286,0.27618541271658975,AS_Without_EN,COL,CAR/COL,2025-10-15 18:12:13,CAR,F
JACK DRURY,1523.2,4963.466666666666,0.21561075456146997,0.27437775865895286,0.27618541271658975,AS_Without_EN,COL,CAR/COL,2025-10-15 18:12:13,COL,F
LOGAN O'CONNOR,119.8,732.9166666666666,0.235217248107999,0.2743617052240111,0.2819161197949328,AS_Without_EN,COL,COL,2025-10-15 18:12:13,COL,F
ADAM GAUDETTE,375.01666666666665,2112.4333333333334,0.17536743770066274,0.27435590140874705,0.2706029131927508,AS_Without_EN,OTT,OTT,2025-10-15 18:12:13,OTT,F
ISAC LUNDESTROM,824.05,2666.866666666667,0.22185544347332778,0.2743485049067105,0.2840237400600799,AS_Without_EN,ANA,ANA,2025-10-15 18:12:13,ANA,F
ANDREW MANGIAPANE,1907.55,4964.5,0.2162484693771662,0.27429201283129173,0.27689076096753595,AS_Without_EN,WSH,WSH,2025-10-15 18:12:13,WSH,F
THOMAS HARLEY,2007.8,4995.25,0.38559836848043044,0.2742472528753097,0.2891985043248144,AS_Without_EN,DAL,DAL,2025-10-15 18:12:13,DAL,D
BRENNAN OTHMANN,196.01666666666668,1090.7166666666667,0.1683158177698698,0.2742220293266778,0.2778603745714794,AS_Without_EN,NYR,NYR,2025-10-15 18:12:13,NYR,F
LARS ELLER,511.25,2786.266666666667,0.21943789411168754,0.27416310983003844,0.2780006160017234,AS_Without_EN,WSH,PIT/WSH,2025-10-15 18:12:13,WSH,F
LARS ELLER,511.25,2786.266666666667,0.21943789411168754,0.27416310983003844,0.2780006160017234,AS_Without_EN,WSH,PIT/WSH,2025-10-15 18:12:13,PIT,F
NATHAN WALKER,1055.1333333333334,4915.566666666667,0.20121791513881612,0.2741125114138487,0.2765215218989269,AS_Without_EN,STL,STL,2025-10-15 18:12:13,STL,F
JAKOB CHYCHRUN,1330.5333333333333,4689.316666666667,0.34566797601506066,0.2740923394627882,0.2831362498711124,AS_Without_EN,WSH,WSH,2025-10-15 18:12:13,WSH,D
KRIS LETANG,767.6166666666667,3636.5833333333335,0.3862125963748344,0.2740867182313265,0.29113669987718227,AS_Without_EN,PIT,PIT,2025-10-15 18:12:13,PIT,D
AATU RATY,844.2166666666667,4895.583333333333,0.17702599033897876,0.2740773396283241,0.27251140899558834,AS_Without_EN,VAN,VAN,2025-10-15 18:12:13,VAN,F
VALTTERI PUUSTINEN,1175.4166666666667,3782.4333333333334,0.16622719806345637,0.27403084219079965,0.27179853532051107,AS_Without_EN,PIT,PIT,2025-10-15 18:12:13,PIT,F
ISAAK PHILLIPS,1070.2333333333333,4804.95,0.1977380179846111,0.27401963284229947,0.2808298895519042,AS_Without_EN,CHI,CHI,2025-10-15 18:12:13,CHI,D
RASMUS SANDIN,585.4333333333333,2355.883333333333,0.3180133989608969,0.27392479958464244,0.28503707180888604,AS_Without_EN,WSH,WSH,2025-10-15 18:12:13,WSH,D
ISAK ROSEN,854.3666666666667,4417.233333333334,0.16287327344388028,0.2738541336489571,0.2708256721948278,AS_Without_EN,BUF,BUF,2025-10-15 18:12:13,BUF,F
JOEL EDMUNDSON,930.2166666666667,4360.583333333333,0.3412184419076826,0.27380122408491525,0.28296717739564997,AS_Without_EN,L.A,L.A,2025-10-15 18:12:13,L.A,D
LAWSON CROUSE,1534.7666666666667,4608.333333333333,0.22637946926029356,0.27374440679098283,0.2812930434814591,AS_Without_EN,UTA,UTA,2025-10-15 18:12:13,UTA,F
MATTHEW HIGHMORE,70.31666666666666,301.6666666666667,0.1882252359710147,0.2736905099368423,0.273619341139424,AS_Without_EN,OTT,OTT,2025-10-15 18:12:13,OTT,F
SEAN KURALY,68.8,480.0,0.195215585551123,0.27356436954594293,0.2727549964200673,AS_Without_EN,CBJ,CBJ,2025-10-15 18:12:13,CBJ,F
TRAVIS SANHEIM,1121.5166666666667,3991.2833333333333,0.400214145905653,0.2735102010681022,0.28932095613988246,AS_Without_EN,PHI,PHI,2025-10-15 18:12:13,PHI,D
MIRO HEISKANEN,1683.6333333333334,4792.116666666667,0.4111733048730642,0.27348837287614297,0.2913145355441404,AS_Without_EN,DAL,DAL,2025-10-15 18:12:13,DAL,D
TOMAS TATAR,1018.1,4470.516666666666,0.18543732200240629,0.2734772181779205,0.27633717426666027,AS_Without_EN,N.J,N.J,2025-10-15 18:12:13,N.J,F
ALEC MARTINEZ,1063.3166666666666,4861.566666666667,0.31185070814509824,0.27346705470344196,0.28779135950516,AS_Without_EN,CHI,CHI,2025-10-15 18:12:13,CHI,D
JONNY BRODZINSKI,351.68333333333334,2022.0166666666667,0.1960890850321844,0.27345211394473384,0.27532678100575314,AS_Without_EN,NYR,NYR,2025-10-15 18:12:13,NYR,F
COLIN BLACKWELL,457.76666666666665,2479.9333333333334,0.1934025925112206,0.27344065034465,0.2792937360746816,AS_Without_EN,DAL,DAL,2025-10-15 18:12:13,DAL,F
BRENDEN DILLON,128.6,784.0833333333334,0.30883586893724724,0.2732934919442951,0.2849561123088491,AS_Without_EN,N.J,N.J,2025-10-15 18:12:13,N.J,D
HAMPUS LINDHOLM,77.11666666666666,480.0,0.3395340407302445,0.27324771719018065,0.2929072966080298,AS_Without_EN,BOS,BOS,2025-10-15 18:12:13,BOS,D
ALEX VLASIC,1129.8833333333334,4843.133333333333,0.3829795248841661,0.2732431143072728,0.2945664937411072,AS_Without_EN,CHI,CHI,2025-10-15 18:12:13,CHI,D
RASMUS KUPARI,1503.6166666666666,4673.95,0.17098095880904624,0.2730837704110751,0.27632388325615204,AS_Without_EN,WPG,WPG,2025-10-15 18:12:13,WPG,F
NILS LUNDKVIST,1915.0166666666667,4980.25,0.2537885398487493,0.27305436812561884,0.2806221667350047,AS_Without_EN,DAL,DAL,2025-10-15 18:12:13,DAL,D
OZZY WIESBLATT,28.166666666666668,124.88333333333334,0.18608785411171005,0.2729849277195663,0.2760807044789303,AS_Without_EN,NSH,NSH,2025-10-15 18:12:13,NSH,F
OLEN ZELLWEGER,1861.0666666666666,4898.75,0.31224451207433684,0.2729586714514036,0.2816188290386661,AS_Without_EN,ANA,ANA,2025-10-15 18:12:13,ANA,D
RADEK FAKSA,964.65,4980.25,0.21586318394986942,0.27293495935310813,0.27837197043590906,AS_Without_EN,STL,STL,2025-10-15 18:12:13,STL,F
JANI HAKANPAA,1112.1,4929.233333333334,0.22905936568175658,0.27291642367260915,0.28303650607363645,AS_Without_EN,TOR,TOR,2025-10-15 18:12:13,TOR,D
DECLAN CHISHOLM,219.36666666666667,1327.9,0.28454492634744866,0.2728927990174091,0.28140001711622215,AS_Without_EN,MIN,MIN,2025-10-15 18:12:13,MIN,D
MARK FRIEDMAN,1568.7,5042.1,0.23579053261051808,0.27285700948236635,0.2788068963791045,AS_Without_EN,VAN,VAN,2025-10-15 18:12:13,VAN,D
NICK SEELER,1957.3166666666666,4938.1,0.2856484070327308,0.27278503023857176,0.2825583049245235,AS_Without_EN,PHI,PHI,2025-10-15 18:12:13,PHI,D
NIKO MIKKOLA,609.9,3818.75,0.335024480369515,0.2726363273046416,0.28820103844554873,AS_Without_EN,FLA,FLA,2025-10-15 18:12:13,FLA,D
IVAN PROVOROV,1795.0666666666666,4955.05,0.3817216787802612,0.2726227149402034,0.2872320662849125,AS_Without_EN,CBJ,CBJ,2025-10-15 18:12:13,CBJ,D
DAVID KAMPF,883.7666666666667,4438.85,0.20604267845414057,0.272343677885301,0.2776234431191656,AS_Without_EN,TOR,TOR,2025-10-15 18:12:13,TOR,F
BRETT MURRAY,821.4166666666666,4480.666666666667,0.12990714351383653,0.2723257766805214,0.2699847607743439,AS_Without_EN,BUF,BUF,2025-10-15 18:12:13,BUF,F
LUKAS REICHEL,1669.3166666666666,4913.95,0.19803681276432142,0.27232377467682,0.2745477536852741,AS_Without_EN,CHI,CHI,2025-10-15 18:12:13,CHI,F
DMITRY ORLOV,605.1833333333333,3570.733333333333,0.33263678305118716,0.2723155485359017,0.2858473018442253,AS_Without_EN,CAR,CAR,2025-10-15 18:12:13,CAR,D
HUDSON FASCHING,595.4166666666666,3072.983333333333,0.1844260681236464,0.27229681910307274,0.2710044392555933,AS_Without_EN,NYI,NYI,2025-10-15 18:12:13,NYI,F
MATT NIETO,1422.0166666666667,4410.783333333334,0.20356449097988658,0.2722381715431429,0.28182805182466647,AS_Without_EN,PIT,PIT,2025-10-15 18:12:13,PIT,F
BLAKE LIZOTTE,1519.7333333333333,4590.333333333333,0.21033815831162014,0.27219504236771297,0.28132631344713505,AS_Without_EN,PIT,PIT,2025-10-15 18:12:13,PIT,F
MASON LOHREI,1751.1333333333334,4738.966666666666,0.32029289234826,0.27218203611307124,0.28213756801669293,AS_Without_EN,BOS,BOS,2025-10-15 18:12:13,BOS,D
NIKITA ZADOROV,1672.55,4564.05,0.3394342416651674,0.27212271133783555,0.2894890964641935,AS_Without_EN,BOS,BOS,2025-10-15 18:12:13,BOS,D
JUSTIN DOWLING,728.45,3810.15,0.17163014903942175,0.27211724891712,0.270213840748043,AS_Without_EN,N.J,N.J,2025-10-15 18:12:13,N.J,F
OWEN POWER,931.8333333333334,3267.0833333333335,0.3506735403051667,0.2721057918442763,0.2865152707664012,AS_Without_EN,BUF,BUF,2025-10-15 18:12:13,BUF,D
MACKENZIE WEEGAR,1774.45,4840.966666666666,0.3936739759890653,0.2720364297047011,0.28756150674846065,AS_Without_EN,CGY,CGY,2025-10-15 18:12:13,CGY,D
BRANDON CARLO,731.1833333333333,3573.266666666667,0.3126508810609872,0.27195481266385046,0.2879316238844364,AS_Without_EN,TOR,BOS/TOR,2025-10-15 18:12:13,BOS,D
BRANDON CARLO,731.1833333333333,3573.266666666667,0.3126508810609872,0.27195481266385046,0.2879316238844364,AS_Without_EN,TOR,BOS/TOR,2025-10-15 18:12:13,TOR,D
PARKER KELLY,233.6,1146.1833333333334,0.21264426839676598,0.2718231310300602,0.2797474224984525,AS_Without_EN,COL,COL,2025-10-15 18:12:13,COL,F
NIKITA NESTERENKO,1669.3166666666666,4728.55,0.17054370839848884,0.2718197886196825,0.2695672379530711,AS_Without_EN,ANA,ANA,2025-10-15 18:12:13,ANA,F
DAEMON HUNT,1505.6333333333334,4683.033333333334,0.13526434195725534,0.2717384121480453,0.2834174205806913,AS_Without_EN,MIN,MIN,2025-10-15 18:12:13,MIN,D
OLIVER KYLINGTON,1539.3833333333334,4915.566666666667,0.20923182605579116,0.2717310406765034,0.2776409614247484,AS_Without_EN,ANA,COL/ANA,2025-10-15 18:12:13,COL,D
OLIVER KYLINGTON,1539.3833333333334,4915.566666666667,0.20923182605579116,0.2717310406765034,0.2776409614247484,AS_Without_EN,ANA,COL/ANA,2025-10-15 18:12:13,ANA,D
JACKSON LACOMBE,1579.9,4675.366666666667,0.363371865020822,0.27166325269796626,0.2890300718518306,AS_Without_EN,ANA,ANA,2025-10-15 18:12:13,ANA,D
JUSTIN FAULK,542.0166666666667,1820.45,0.36644451344111256,0.27162577545764993,0.28888651566921464,AS_Without_EN,STL,STL,2025-10-15 18:12:13,STL,D
OLLI MAATTA,1293.0,3838.45,0.3242198968440664,0.2715837447775692,0.2868008450502991,AS_Without_EN,UTA,DET/UTA,2025-10-15 18:12:13,UTA,D
OLLI MAATTA,1293.0,3838.45,0.3242198968440664,0.2715837447775692,0.2868008450502991,AS_Without_EN,UTA,DET/UTA,2025-10-15 18:12:13,DET,D
BRANDON MONTOUR,911.65,4258.866666666667,0.3724019224634455,0.27157250753912976,0.28645169978205953,AS_Without_EN,SEA,SEA,2025-10-15 18:12:13,SEA,D
LIAM O'BRIEN,23.733333333333334,184.81666666666666,0.15453897620650064,0.27154083635680093,0.26882190942056483,AS_Without_EN,UTA,UTA,2025-10-15 18:12:13,UTA,F
MARTIN FEHERVARY,8.016666666666667,60.0,0.31313676633444076,0.2715253517275991,0.28755558895043376,AS_Without_EN,WSH,WSH,2025-10-15 18:12:13,WSH,D
ESA LINDELL,1032.5666666666666,3450.8333333333335,0.3651329481399959,0.271516606599928,0.2915938568432807,AS_Without_EN,DAL,DAL,2025-10-15 18:12:13,DAL,D
JAN RUTTA,750.6333333333333,3586.95,0.28940461750805135,0.2714526364831455,0.2803616407553622,AS_Without_EN,S.J,S.J,2025-10-15 18:12:13,S.J,D
BRADY SKJEI,365.68333333333334,1095.8,0.36347134196748415,0.27142014658360214,0.2887868075094173,AS_Without_EN,NSH,NSH,2025-10-15 18:12:13,NSH,D
JESSE PULJUJARVI,833.7833333333333,4238.866666666667,0.1948663521311417,0.2712130032978281,0.2783698376594792,AS_Without_EN,FLA,PIT/FLA,2025-10-15 18:12:13,PIT,F
JESSE PULJUJARVI,833.7833333333333,4238.866666666667,0.1948663521311417,0.2712130032978281,0.2783698376594792,AS_Without_EN,FLA,PIT/FLA,2025-10-15 18:12:13,FLA,F
RYKER EVANS,1326.3,4778.35,0.3278016704063825,0.271193966432103,0.28321893608187265,AS_Without_EN,SEA,SEA,2025-10-15 18:12:13,SEA,D
JACOB TROUBA,392.0,1946.6,0.3375376272767691,0.2710830599610334,0.2870775722379733,AS_Without_EN,ANA,NYR/ANA,2025-10-15 18:12:13,ANA,D
JACOB TROUBA,392.0,1946.6,0.3375376272767691,0.2710830599610334,0.2870775722379733,AS_Without_EN,ANA,NYR/ANA,2025-10-15 18:12:13,NYR,D
VINNI LETTIERI,55.5,300.0,0.22593522144572578,0.27107134978428604,0.28189391563818533,AS_Without_EN,BOS,BOS,2025-10-15 18:12:13,BOS,F
PIERRE ENGVALL,1522.0,4408.75,0.19862249203713284,0.2709476799412164,0.274877038110963,AS_Without_EN,NYI,NYI,2025-10-15 18:12:13,NYI,F
JOSEPH LABATE,273.01666666666665,1103.0166666666667,0.1562961903399609,0.2709418753905218,0.2663152124368267,AS_Without_EN,CBJ,CBJ,2025-10-15 18:12:13,CBJ,F
RILEY TUFTE,476.51666666666665,2610.4666666666667,0.1539176935596373,0.2708905768965564,0.27930757498090947,AS_Without_EN,BOS,BOS,2025-10-15 18:12:13,BOS,F
SHAKIR MUKHAMADULLIN,241.86666666666667,908.2333333333333,0.3012360707931454,0.2708822812144161,0.2825781511335992,AS_Without_EN,S.J,S.J,2025-10-15 18:12:13,S.J,D
MARIO FERRARO,40.916666666666664,185.88333333333333,0.3563077411465078,0.27086999062947303,0.28742904177235507,AS_Without_EN,S.J,S.J,2025-10-15 18:12:13,S.J,D
CALUM RITCHIE,206.33333333333334,1218.65,0.19749358921333443,0.270852341693109,0.28306712611253243,AS_Without_EN,COL,COL,2025-10-15 18:12:13,COL,F
ARTYOM LEVSHUNOV,1401.8166666666666,4117.55,0.3330762348440441,0.27083633979799615,0.28136554524758706,AS_Without_EN,CHI,CHI,2025-10-15 18:12:13,CHI,D
CONNOR MURPHY,1080.75,3753.2,0.34180141423132077,0.27081546803235984,0.2887975805892686,AS_Without_EN,CHI,CHI,2025-10-15 18:12:13,CHI,D
WYATT KAISER,531.5833333333334,3156.8166666666666,0.30246700977160235,0.2708024684288301,0.2832701614476394,AS_Without_EN,CHI,CHI,2025-10-15 18:12:13,CHI,D
RASMUS RISTOLAINEN,1394.1833333333334,4254.266666666666,0.3375135999289473,0.2707947140262824,0.28785721934232533,AS_Without_EN,PHI,PHI,2025-10-15 18:12:13,PHI,D
IAN MOORE,260.31666666666666,1711.9666666666667,0.22281720820475587,0.2707269495672903,0.26195984880594186,AS_Without_EN,ANA,ANA,2025-10-15 18:12:13,ANA,D
MAVERIC LAMOUREUX,365.26666666666665,1896.0,0.26947694489540763,0.27069596525857487,0.2761653109411227,AS_Without_EN,UTA,UTA,2025-10-15 18:12:13,UTA,D
NOEL ACCIARI,1019.5,4843.133333333333,0.22658867303748,0.27068755351124313,0.28310093576085194,AS_Without_EN,PIT,PIT,2025-10-15 18:12:13,PIT,F
MIKE HARDMAN,963.9,3810.5833333333335,0.15127951364343278,0.27068595422538927,0.2959931394731981,AS_Without_EN,N.J,N.J,2025-10-15 18:12:13,N.J,F
JORDAN SPENCE,1447.5666666666666,4975.566666666667,0.2783980019623584,0.2706778603128903,0.27638892313789676,AS_Without_EN,L.A,L.A,2025-10-15 18:12:13,L.A,D
